datetime,open,high,low,close,total_volume,turnover_lacs,num_trades,delivered_volume,delivery_percent
25-06-2026 00:00,1133.0,1133.5,1097.5,1100.7,5877425,65403.37,180085,2741420.0,46.64
24-06-2026 00:00,1097.6,1121.5,1093.2,1113.9,3503015,38923.94,107061,1276070.0,36.43
23-06-2026 00:00,1121.6,1125.8,1105.5,1109.5,3235632,36010.88,108311,1723904.0,53.28
22-06-2026 00:00,1136.0,1148.7,1127.0,1130.5,2312385,26305.84,92284,1315335.0,56.88
19-06-2026 00:00,1110.0,1136.0,1091.4,1131.7,10014063,112001.27,191632,5432220.0,54.25
18-06-2026 00:00,1152.0,1168.8,1136.1,1161.8,3368037,39017.09,94065,1952206.0,57.96
17-06-2026 00:00,1169.0,1173.6,1159.3,1166.8,2263670,26390.39,69724,979118.0,43.25
16-06-2026 00:00,1141.0,1161.9,1137.5,1159.0,8343470,96019.35,178723,2390905.0,28.66
15-06-2026 00:00,1123.5,1128.0,1113.0,1119.3,2361006,26449.59,64008,1287108.0,54.52
12-06-2026 00:00,1120.0,1122.5,1100.5,1109.6,2203987,24418.63,68191,1180705.0,53.57
11-06-2026 00:00,1112.9,1114.0,1089.5,1110.2,3435236,37927.35,117700,1512394.0,44.03
10-06-2026 00:00,1140.8,1152.0,1130.0,1132.1,1600595,18272.78,59740,990407.0,61.88
09-06-2026 00:00,1158.7,1159.0,1136.4,1146.3,2225582,25449.32,83896,1305118.0,58.64
08-06-2026 00:00,1141.9,1159.0,1132.3,1151.3,1546444,17778.5,60890,644485.0,41.68
05-06-2026 00:00,1179.0,1182.5,1147.0,1154.7,1971395,22805.22,64251,852129.0,43.22
04-06-2026 00:00,1166.4,1176.5,1158.2,1168.3,2025595,23675.43,76509,968207.0,47.8
03-06-2026 00:00,1228.8,1230.0,1176.8,1179.0,4800922,57308.1,159882,1984393.0,41.33
02-06-2026 00:00,1210.0,1257.0,1202.2,1243.5,7663067,94776.83,330959,3638412.0,47.48
01-06-2026 00:00,1190.1,1212.8,1190.1,1195.1,5970435,71674.47,103382,2048693.0,34.31
29-05-2026 00:00,1180.0,1191.7,1177.0,1183.8,12446602,147402.11,119951,7012885.0,56.34
27-05-2026 00:00,1155.3,1169.8,1153.7,1165.2,1004168,11677.55,55376,468602.0,46.67
26-05-2026 00:00,1165.7,1173.7,1160.0,1161.9,1196820,13954.7,51436,497250.0,41.55
25-05-2026 00:00,1168.0,1178.0,1162.1,1165.7,1419803,16594.13,48459,574327.0,40.45
22-05-2026 00:00,1169.9,1176.0,1159.9,1164.0,2044782,23831.57,66675,1156853.0,56.58
21-05-2026 00:00,1173.7,1180.6,1163.2,1168.2,2245247,26276.72,73843,1135307.0,50.56
20-05-2026 00:00,1166.2,1181.0,1162.4,1169.8,1415960,16606.6,47007,664665.0,46.94
